AGE,SEX,POP,RACE,us
4,2,107024,4,1
4,2,5934,5,1
4,2,117767,6,1
4,2,1520445,7,1
4,2,365629,8,1
4,2,55230,9,1
4,2,150227,10,1
4,2,14150,11,1
5,2,1967081,0,1
5,2,1406671,1,1
5,2,301370,2,1
5,2,31886,3,1
5,2,105022,4,1
5,2,5737,5,1
5,2,116395,6,1
5,2,1513788,7,1
5,2,364493,8,1
5,2,55237,9,1
5,2,147501,10,1
5,2,13979,11,1
6,2,1964271,0,1
6,2,1405368,1,1
6,2,300045,2,1
6,2,31635,3,1
6,2,106763,4,1
6,2,5705,5,1
6,2,114755,6,1
6,2,1510794,7,1
6,2,361660,8,1
6,2,54938,9,1
6,2,149135,10,1
6,2,13967,11,1
7,2,1966584,0,1
7,2,1412952,1,1
7,2,299701,2,1
7,2,32281,3,1
7,2,103147,4,1
7,2,5520,5,1
7,2,112983,6,1
7,2,1516777,7,1
7,2,360186,8,1
7,2,55507,9,1
7,2,144717,10,1
7,2,13739,11,1
8,2,1986471,0,1
8,2,1434540,1,1
8,2,301405,2,1
8,2,31404,3,1
8,2,101027,4,1
8,2,5419,5,1
8,2,112676,6,1
8,2,1538074,7,1
8,2,361574,8,1
8,2,54976,9,1
8,2,142303,10,1
8,2,13604,11,1
9,2,1988726,0,1
9,2,1425458,1,1
9,2,302328,2,1
9,2,32102,3,1
9,2,106865,4,1
9,2,5869,5,1
9,2,116104,6,1
9,2,1532146,7,1
9,2,365051,8,1
9,2,56127,9,1
9,2,149043,10,1
9,2,14098,11,1
10,2,1989162,0,1
10,2,1424502,1,1
10,2,306160,2,1
10,2,31964,3,1
10,2,107165,4,1
10,2,6126,5,1
10,2,113245,6,1
10,2,1528600,7,1
10,2,367689,8,1
10,2,54726,9,1
10,2,148126,10,1
10,2,14191,11,1
11,2,2051224,0,1
11,2,1471375,1,1
11,2,316014,2,1
11,2,33057,3,1
11,2,110802,4,1
11,2,6156,5,1
11,2,113820,6,1
11,2,1575754,7,1
11,2,378160,8,1
11,2,56289,9,1
11,2,151667,10,1
11,2,14145,11,1
12,2,2058568,0,1
12,2,1485292,1,1
12,2,314523,2,1
12,2,33272,3,1
12,2,108731,4,1
12,2,6255,5,1
12,2,110495,6,1
12,2,1586440,7,1
12,2,374179,8,1
12,2,56299,9,1
12,2,148509,10,1
12,2,14286,11,1
13,2,2042234,0,1
13,2,1480320,1,1
13,2,308869,2,1
13,2,32837,3,1
13,2,109108,4,1
13,2,6055,5,1
13,2,105045,6,1
13,2,1576591,7,1
13,2,364763,8,1
13,2,54983,9,1
13,2,147383,10,1
13,2,13644,11,1
14,2,2038819,0,1
14,2,1481914,1,1
14,2,303607,2,1
14,2,32888,3,1
14,2,112596,4,1
14,2,6091,5,1
14,2,101723,6,1
14,2,1574765,7,1
14,2,357021,8,1
14,2,54844,9,1
14,2,149895,10,1
14,2,13453,11,1
15,2,2045739,0,1
15,2,1493313,1,1
15,2,301975,2,1
15,2,32195,3,1
15,2,114017,4,1
15,2,5814,5,1
15,2,98425,6,1
15,2,1583301,7,1
15,2,353055,8,1
15,2,53967,9,1
15,2,150300,10,1
15,2,13043,11,1
16,2,2034255,0,1
16,2,1487299,1,1
16,2,300890,2,1
16,2,31587,3,1
16,2,114557,4,1
16,2,5819,5,1
16,2,94103,6,1
16,2,1573256,7,1
16,2,348988,8,1
16,2,53173,9,1
16,2,149340,10,1
16,2,12690,11,1
17,2,2029872,0,1
17,2,1483571,1,1
17,2,306410,2,1
17,2,31348,3,1
17,2,111616,4,1
17,2,5675,5,1
17,2,91252,6,1
17,2,1566526,7,1
17,2,353490,8,1
17,2,53032,9,1
17,2,144560,10,1
17,2,12491,11,1
18,2,2083442,0,1
18,2,1519747,1,1
18,2,317386,2,1
18,2,31914,3,1
18,2,118073,4,1
18,2,5813,5,1
18,2,90509,6,1
18,2,1602101,7,1
18,2,363658,8,1
18,2,53524,9,1
18,2,150883,10,1
18,2,12737,11,1
19,2,2115655,0,1
19,2,1541428,1,1
19,2,326362,2,1
19,2,32455,3,1
19,2,119770,4,1
19,2,5781,5,1
19,2,89859,6,1
19,2,1622774,7,1
19,2,372544,8,1
19,2,54650,9,1
19,2,151851,10,1
19,2,12638,11,1
20,2,2086544,0,1
20,2,1524953,1,1
20,2,319441,2,1
20,2,31811,3,1
20,2,118001,4,1
20,2,5614,5,1
20,2,86724,6,1
20,2,1603471,7,1
20,2,363570,8,1
20,2,53883,9,1
20,2,148726,10,1
20,2,12290,11,1
21,2,2091237,0,1
21,2,1524445,1,1
21,2,321948,2,1
21,2,31909,3,1
21,2,122912,4,1
21,2,5702,5,1
21,2,84321,6,1
21,2,1600868,7,1
21,2,364421,8,1
21,2,53659,9,1
21,2,152668,10,1
21,2,12121,11,1
22,2,2103476,0,1
22,2,1532651,1,1
22,2,322471,2,1
22,2,31406,3,1
22,2,128874,4,1
22,2,5572,5,1
22,2,82502,6,1
22,2,1607063,7,1
22,2,363440,8,1
22,2,53460,9,1
22,2,158075,10,1
22,2,12085,11,1
23,2,2119886,0,1
23,2,1543252,1,1
23,2,323742,2,1
23,2,31204,3,1
23,2,135708,4,1
23,2,5869,5,1
23,2,80111,6,1
23,2,1615430,7,1
23,2,362854,8,1
23,2,53202,9,1
23,2,164436,10,1
23,2,12357,11,1
24,2,2167045,0,1
24,2,1569986,1,1
24,2,338933,2,1
24,2,32017,3,1
24,2,141089,4,1
24,2,6212,5,1
24,2,78808,6,1
24,2,1640477,7,1
24,2,377212,8,1
24,2,54157,9,1
24,2,169316,10,1
24,2,12812,11,1
25,2,2213205,0,1
25,2,1593746,1,1
25,2,354914,2,1
25,2,32863,3,1
25,2,147529,4,1
25,2,6398,5,1
25,2,77755,6,1
25,2,1663008,7,1
25,2,391845,8,1
25,2,55641,9,1
25,2,175430,10,1
25,2,13056,11,1
26,2,2245334,0,1
26,2,1612707,1,1
26,2,363899,2,1
26,2,33597,3,1
26,2,153960,4,1
26,2,6429,5,1
26,2,74742,6,1
26,2,1679011,7,1
26,2,398600,8,1
26,2,56242,9,1
26,2,181015,10,1
26,2,13010,11,1
27,2,2312599,0,1
27,2,1659499,1,1
27,2,374475,2,1
27,2,34319,3,1
27,2,163304,4,1
27,2,6575,5,1
27,2,74427,6,1
27,2,1725059,7,1
27,2,408042,8,1
27,2,56927,9,1
27,2,191259,10,1
27,2,13387,11,1
28,2,2366969,0,1
28,2,1696805,1,1
28,2,382644,2,1
28,2,33810,3,1
28,2,174085,4,1
28,2,6987,5,1
28,2,72638,6,1
28,2,1760133,7,1
28,2,415252,8,1
28,2,55756,9,1
28,2,202200,10,1
28,2,13993,11,1
29,2,2366339,0,1
29,2,1699293,1,1
29,2,379529,2,1
29,2,33029,3,1
29,2,178727,4,1
29,2,7113,5,1
29,2,68648,6,1
29,2,1759252,7,1
29,2,409646,8,1
29,2,54215,9,1
29,2,205262,10,1
29,2,13704,11,1
30,2,2273519,0,1
30,2,1633895,1,1
30,2,357862,2,1
30,2,31076,3,1
30,2,180198,4,1
30,2,6762,5,1
30,2,63726,6,1
30,2,1689376,7,1
30,2,385295,8,1
30,2,50656,9,1
30,2,205430,10,1
30,2,12999,11,1
31,2,2220984,0,1
31,2,1610388,1,1
31,2,336925,2,1
31,2,30391,3,1
31,2,176172,4,1
31,2,6735,5,1
31,2,60373,6,1
31,2,1662998,7,1
31,2,362674,8,1
31,2,49110,9,1
31,2,200125,10,1
31,2,12713,11,1
32,2,2181619,0,1
32,2,1589290,1,1
32,2,324839,2,1
32,2,29367,3,1
32,2,173238,4,1
32,2,6654,5,1
32,2,58231,6,1
32,2,1640050,7,1
32,2,349402,8,1
32,2,47968,9,1
32,2,196232,10,1
32,2,12324,11,1
33,2,2189693,0,1
33,2,1603387,1,1
33,2,320418,2,1
33,2,29397,3,1
33,2,174074,4,1
33,2,6741,5,1
33,2,55676,6,1
33,2,1651613,7,1
33,2,343461,8,1
33,2,47610,9,1
33,2,196107,10,1
33,2,12368,11,1
34,2,2210880,0,1
34,2,1622220,1,1
34,2,319959,2,1
34,2,29430,3,1
34,2,177531,4,1
34,2,6704,5,1
34,2,55036,6,1
34,2,1669972,7,1
34,2,342031,8,1
34,2,47733,9,1
34,2,199633,10,1
34,2,12334,11,1
35,2,2148244,0,1
35,2,1576492,1,1
35,2,307910,2,1
35,2,28697,3,1
35,2,175679,4,1
35,2,6503,5,1
35,2,52963,6,1
35,2,1622357,7,1
35,2,328560,8,1
35,2,46687,9,1
35,2,197244,10,1
35,2,12073,11,1
36,2,2181076,0,1
36,2,1603541,1,1
36,2,312392,2,1
36,2,29196,3,1
36,2,176157,4,1
36,2,6707,5,1
36,2,53083,6,1
36,2,1649334,7,1
36,2,333006,8,1
36,2,47604,9,1
36,2,197569,10,1
36,2,12324,11,1
37,2,2180124,0,1
37,2,1605232,1,1
37,2,312867,2,1
37,2,28443,3,1
37,2,175263,4,1
37,2,6611,5,1
37,2,51708,6,1
37,2,1649753,7,1
37,2,333174,8,1
37,2,46656,9,1
37,2,195805,10,1
37,2,12094,11,1
38,2,2156217,0,1
38,2,1591384,1,1
38,2,310793,2,1
38,2,28402,3,1
38,2,168877,4,1
38,2,6179,5,1
38,2,50582,6,1
38,2,1635039,7,1
38,2,330755,8,1
38,2,46271,9,1
38,2,188704,10,1
38,2,11533,11,1
39,2,2186919,0,1
39,2,1609456,1,1
39,2,321682,2,1
39,2,28693,3,1
39,2,170279,4,1
39,2,6421,5,1
39,2,50388,6,1
39,2,1652828,7,1
39,2,341511,8,1
39,2,46758,9,1
39,2,189982,10,1
39,2,11834,11,1
40,2,2058650,0,1
40,2,1516000,1,1
40,2,301600,2,1
40,2,26472,3,1
40,2,162171,4,1
40,2,5829,5,1
40,2,46578,6,1
40,2,1556024,7,1
40,2,319656,8,1
40,2,43370,9,1
40,2,180440,10,1
40,2,10762,11,1
41,2,2018752,0,1
41,2,1493430,1,1
41,2,290962,2,1
41,2,26338,3,1
41,2,157603,4,1
41,2,5531,5,1
41,2,44888,6,1
41,2,1531822,7,1
41,2,308223,8,1
41,2,42964,9,1
41,2,175234,10,1
41,2,10202,11,1
42,2,2002157,0,1
42,2,1481280,1,1
42,2,288177,2,1
42,2,26033,3,1
42,2,157673,4,1
42,2,5565,5,1
42,2,43429,6,1
42,2,1518328,7,1
42,2,304657,8,1
42,2,42414,9,1
42,2,174728,10,1
42,2,10222,11,1
43,2,1940751,0,1
43,2,1436822,1,1
43,2,276662,2,1
43,2,25078,3,1
43,2,156301,4,1
43,2,5233,5,1
43,2,40655,6,1
43,2,1471429,7,1
43,2,291922,8,1
43,2,40648,9,1
43,2,172333,10,1
43,2,9525,11,1
44,2,1994174,0,1
44,2,1481137,1,1
44,2,283401,2,1
44,2,25524,3,1
44,2,159574,4,1
44,2,5064,5,1
44,2,39474,6,1
44,2,1514679,7,1
44,2,297884,8,1
44,2,40736,9,1
44,2,175276,10,1
44,2,9161,11,1
45,2,1937417,0,1
45,2,1439706,1,1
45,2,274398,2,1
45,2,24589,3,1
45,2,156042,4,1
45,2,4950,5,1
45,2,37732,6,1
45,2,1471565,7,1
45,2,288211,8,1
45,2,39383,9,1
45,2,170991,10,1
45,2,8950,11,1
46,2,1970074,0,1
46,2,1464318,1,1
46,2,282233,2,1
46,2,24935,3,1
46,2,156526,4,1
46,2,4862,5,1
46,2,37200,6,1
46,2,1495706,7,1
46,2,295710,8,1
46,2,39775,9,1
46,2,171263,10,1
46,2,8756,11,1
47,2,2052817,0,1
47,2,1539535,1,1
47,2,290901,2,1
47,2,24917,3,1
47,2,155427,4,1
47,2,4831,5,1
47,2,37206,6,1
47,2,1570880,7,1
47,2,304047,8,1
47,2,40284,9,1
47,2,169918,10,1
47,2,8791,11,1
48,2,2168043,0,1
48,2,1644293,1,1
48,2,303474,2,1
48,2,25759,3,1
48,2,151451,4,1
48,2,4930,5,1
48,2,38136,6,1
48,2,1676426,7,1
48,2,316802,8,1
48,2,41835,9,1
48,2,165980,10,1
48,2,9158,11,1
49,2,2184045,0,1
49,2,1664568,1,1
49,2,300339,2,1
49,2,25509,3,1
49,2,151685,4,1
49,2,5060,5,1
49,2,36884,6,1
49,2,1695431,7,1
49,2,313083,8,1
49,2,41431,9,1
49,2,165749,10,1
49,2,9261,11,1
50,2,2071196,0,1
50,2,1587609,1,1
50,2,278595,2,1
50,2,24077,3,1
50,2,142307,4,1
50,2,4721,5,1
50,2,33887,6,1
50,2,1616007,7,1
50,2,289900,8,1
50,2,39228,9,1
50,2,155018,10,1
50,2,8490,11,1
51,2,2027460,0,1
51,2,1551802,1,1
51,2,279553,2,1
51,2,23510,3,1
51,2,135831,4,1
51,2,4587,5,1
51,2,32177,6,1
51,2,1578544,7,1
51,2,290229,8,1
51,2,38133,9,1
51,2,147767,10,1
51,2,8430,11,1
52,2,2033163,0,1
52,2,1569678,1,1
52,2,278910,2,1
52,2,23468,3,1
52,2,125391,4,1
52,2,4550,5,1
52,2,31166,6,1
52,2,1595584,7,1
52,2,289497,8,1
52,2,37962,9,1
52,2,136459,10,1
52,2,8180,11,1
53,2,2067526,0,1
53,2,1594379,1,1
53,2,287687,2,1
53,2,23771,3,1
53,2,126319,4,1
53,2,4501,5,1
53,2,30869,6,1
53,2,1619973,7,1
53,2,297820,8,1
53,2,38574,9,1
53,2,137261,10,1
53,2,8138,11,1
54,2,2191195,0,1
54,2,1701016,1,1
54,2,300558,2,1
54,2,24955,3,1
54,2,128055,4,1
54,2,4765,5,1
54,2,31846,6,1
54,2,1727336,7,1
54,2,310915,8,1
54,2,40508,9,1
54,2,139086,10,1
54,2,8548,11,1
55,2,2236979,0,1
55,2,1746938,1,1
55,2,298549,2,1
55,2,24940,3,1
55,2,130241,4,1
55,2,4612,5,1
55,2,31699,6,1
55,2,1773127,7,1
55,2,308364,8,1
55,2,40860,9,1
55,2,141252,10,1
55,2,8395,11,1
56,2,2235893,0,1
56,2,1752875,1,1
56,2,293675,2,1
56,2,24455,3,1
56,2,129071,4,1
56,2,4483,5,1
56,2,31334,6,1
56,2,1778627,7,1
56,2,303489,8,1
56,2,40429,9,1
56,2,139684,10,1
56,2,8177,11,1
57,2,2230590,0,1
57,2,1762730,1,1
57,2,289970,2,1
57,2,24257,3,1
57,2,118434,4,1
57,2,4440,5,1
57,2,30759,6,1
57,2,1787965,7,1
57,2,299578,8,1
57,2,40242,9,1
57,2,128731,10,1
57,2,8098,11,1
58,2,2259796,0,1
58,2,1793471,1,1
58,2,290678,2,1
58,2,24092,3,1
58,2,117292,4,1
58,2,4236,5,1
58,2,30027,6,1
58,2,1818097,7,1
58,2,299752,8,1
58,2,40051,9,1
58,2,127300,10,1
58,2,7794,11,1
59,2,2271644,0,1
59,2,1794873,1,1
59,2,295666,2,1
59,2,24162,3,1
59,2,122709,4,1
59,2,4256,5,1
59,2,29978,6,1
59,2,1819339,7,1
59,2,304949,8,1
59,2,40053,9,1
59,2,132610,10,1
59,2,7796,11,1
60,2,2199986,0,1
60,2,1748601,1,1
60,2,281832,2,1
60,2,22682,3,1
60,2,114964,4,1
60,2,3902,5,1
60,2,28005,6,1
60,2,1771654,7,1
60,2,290168,8,1
60,2,37968,9,1
60,2,124038,10,1
60,2,7074,11,1
61,2,2187221,0,1
61,2,1747292,1,1
61,2,272044,2,1
61,2,21971,3,1
61,2,114969,4,1
61,2,3814,5,1
61,2,27131,6,1
61,2,1769494,7,1
61,2,280206,8,1
61,2,36913,9,1
61,2,123700,10,1
61,2,6829,11,1
62,2,2165425,0,1
62,2,1732480,1,1
62,2,270010,2,1
62,2,21308,3,1
62,2,111721,4,1
62,2,3597,5,1
62,2,26309,6,1
62,2,1754086,7,1
62,2,277823,8,1
62,2,36271,9,1
62,2,119728,10,1
62,2,6592,11,1
63,2,2090246,0,1
63,2,1672035,1,1
63,2,258113,2,1
63,2,20512,3,1
63,2,110835,4,1
63,2,3468,5,1
63,2,25283,6,1
63,2,1692728,7,1
63,2,265620,8,1
63,2,34853,9,1
63,2,118683,10,1
63,2,6264,11,1
64,2,2071538,0,1
64,2,1663593,1,1
64,2,250322,2,1
64,2,19481,3,1
64,2,110733,4,1
64,2,3350,5,1
64,2,24059,6,1
64,2,1683218,7,1
64,2,257450,8,1
64,2,32992,9,1
64,2,118279,10,1
64,2,6105,11,1
65,2,1991169,0,1
65,2,1608492,1,1
65,2,235328,2,1
65,2,18157,3,1
65,2,103768,4,1
65,2,3121,5,1
65,2,22303,6,1
65,2,1626652,7,1
65,2,241906,8,1
65,2,31100,9,1
65,2,110414,10,1
65,2,5687,11,1
66,2,1914181,0,1
66,2,1554499,1,1
66,2,219467,2,1
66,2,16902,3,1
66,2,99358,4,1
66,2,2896,5,1
66,2,21059,6,1
66,2,1571748,7,1
66,2,225529,8,1
66,2,29186,9,1
66,2,105712,10,1
66,2,5288,11,1
67,2,1836574,0,1
67,2,1496508,1,1
67,2,207645,2,1
67,2,15803,3,1
67,2,94688,4,1
67,2,2761,5,1
67,2,19169,6,1
67,2,1512223,7,1
67,2,213105,8,1
67,2,27223,9,1
67,2,100259,10,1
67,2,4954,11,1
68,2,1781346,0,1
68,2,1449077,1,1
68,2,204646,2,1
68,2,15154,3,1
68,2,91602,4,1
68,2,2543,5,1
68,2,18324,6,1
68,2,1464028,7,1
68,2,210062,8,1
68,2,26148,9,1
68,2,96794,10,1
68,2,4627,11,1
69,2,1731958,0,1
69,2,1405705,1,1
69,2,197115,2,1
69,2,14462,3,1
69,2,94505,4,1
69,2,2535,5,1
69,2,17636,6,1
69,2,1420015,7,1
69,2,202299,8,1
69,2,24884,9,1
69,2,99706,10,1
69,2,4609,11,1
70,2,1674584,0,1
70,2,1374005,1,1
70,2,181933,2,1
70,2,13453,3,1
70,2,86240,4,1
70,2,2438,5,1
70,2,16515,6,1
70,2,1387577,7,1
70,2,186666,8,1
70,2,23473,9,1
70,2,90823,10,1
70,2,4287,11,1
71,2,1647705,0,1
71,2,1364801,1,1
71,2,171501,2,1
71,2,12687,3,1
71,2,80624,4,1
71,2,2229,5,1
71,2,15863,6,1
71,2,1377901,7,1
71,2,175926,8,1
71,2,22303,9,1
71,2,85036,10,1
71,2,4028,11,1
72,2,1707812,0,1
72,2,1441296,1,1
72,2,161194,2,1
72,2,12323,3,1
72,2,75258,4,1
72,2,1945,5,1
72,2,15796,6,1
72,2,1454466,7,1
72,2,165569,8,1
72,2,22187,9,1
72,2,79454,10,1
72,2,3628,11,1
73,2,1259662,0,1
73,2,1043231,1,1
73,2,129357,2,1
73,2,9731,3,1
73,2,63403,4,1
73,2,1758,5,1
73,2,12182,6,1
73,2,1053299,7,1
73,2,132690,8,1
73,2,16900,9,1
73,2,66971,10,1
73,2,3207,11,1
74,2,1238863,0,1
74,2,1028035,1,1
74,2,127173,2,1
74,2,9358,3,1
74,2,60954,4,1
74,2,1656,5,1
74,2,11687,6,1
74,2,1037713,7,1
74,2,130360,8,1
74,2,16266,9,1
74,2,64327,10,1
74,2,3060,11,1
75,2,1199896,0,1
75,2,1005743,1,1
75,2,117330,2,1
75,2,8673,3,1
75,2,55607,4,1
75,2,1447,5,1
75,2,11096,6,1
75,2,1014932,7,1
75,2,120422,8,1
75,2,15386,9,1
75,2,58649,10,1
75,2,2780,11,1
76,2,1218702,0,1
76,2,1033196,1,1
76,2,114718,2,1
76,2,8180,3,1
76,2,50642,4,1
76,2,1315,5,1
76,2,10651,6,1
76,2,1042092,7,1
76,2,117613,8,1
76,2,14712,9,1
76,2,53479,10,1
76,2,2529,11,1
77,2,1056331,0,1
77,2,888573,1,1
77,2,101434,2,1
77,2,7185,3,1
77,2,48763,4,1
77,2,1209,5,1
77,2,9167,6,1
77,2,896214,7,1
77,2,103857,8,1
77,2,12796,9,1
77,2,51266,10,1
77,2,2227,11,1
78,2,960647,0,1
78,2,805361,1,1
78,2,94727,2,1
78,2,6583,3,1
78,2,44466,4,1
78,2,1041,5,1
78,2,8469,6,1
78,2,812392,7,1
78,2,97001,8,1
78,2,11700,9,1
78,2,46870,10,1
78,2,2047,11,1
79,2,898590,0,1
79,2,751003,1,1
79,2,89950,2,1
79,2,6197,3,1
79,2,42448,4,1
79,2,1096,5,1
79,2,7896,6,1
79,2,757571,7,1
79,2,92104,8,1
79,2,10929,9,1
79,2,44648,10,1
79,2,2002,11,1
80,2,831640,0,1
80,2,700731,1,1
80,2,79686,2,1
80,2,5473,3,1
80,2,37672,4,1
80,2,992,5,1
80,2,7086,6,1
80,2,706635,7,1
80,2,81559,8,1
80,2,9695,9,1
80,2,39691,10,1
80,2,1855,11,1
81,2,788013,0,1
81,2,664518,1,1
81,2,75492,2,1
81,2,5229,3,1
81,2,35446,4,1
81,2,897,5,1
81,2,6431,6,1
81,2,669863,7,1
81,2,77252,8,1
81,2,8966,9,1
81,2,37304,10,1
81,2,1661,11,1
82,2,715575,0,1
82,2,603118,1,1
82,2,68643,2,1
82,2,4565,3,1
82,2,32511,4,1
82,2,811,5,1
82,2,5927,6,1
82,2,608084,7,1
82,2,70221,8,1
82,2,8011,9,1
82,2,34229,10,1
82,2,1526,11,1
83,2,671025,0,1
83,2,565419,1,1
83,2,65174,2,1
83,2,4265,3,1
83,2,30075,4,1
83,2,705,5,1
83,2,5387,6,1
83,2,569889,7,1
83,2,66663,8,1
83,2,7449,9,1
83,2,31603,10,1
83,2,1295,11,1
84,2,631230,0,1
84,2,533810,1,1
84,2,60146,2,1
84,2,3929,3,1
84,2,27648,4,1
84,2,640,5,1
84,2,5057,6,1
84,2,537994,7,1
84,2,61474,8,1
84,2,6882,9,1
84,2,29119,10,1
84,2,1234,11,1
85,2,551385,0,1
85,2,466004,1,1
85,2,52674,2,1
85,2,3269,3,1
85,2,24389,4,1
85,2,574,5,1
85,2,4475,6,1
85,2,469775,7,1
85,2,53879,8,1
85,2,5821,9,1
85,2,25757,10,1
85,2,1093,11,1
86,2,519340,0,1
86,2,440185,1,1
86,2,48294,2,1
86,2,3042,3,1
86,2,23319,4,1
86,2,495,5,1
86,2,4005,6,1
86,2,443521,7,1
86,2,49346,8,1
86,2,5356,9,1
86,2,24495,10,1
86,2,1004,11,1
87,2,479078,0,1
87,2,409074,1,1
87,2,42608,2,1
87,2,2708,3,1
87,2,20554,4,1
87,2,438,5,1
87,2,3696,6,1
87,2,412177,7,1
87,2,43608,8,1
87,2,4826,9,1
87,2,21600,10,1
87,2,887,11,1
88,2,438887,0,1
88,2,376788,1,1
88,2,37386,2,1
88,2,2347,3,1
88,2,18732,4,1
88,2,397,5,1
88,2,3237,6,1
88,2,379485,7,1
88,2,38286,8,1
88,2,4202,9,1
88,2,19671,10,1
88,2,783,11,1
89,2,403333,0,1
89,2,345770,1,1
89,2,34559,2,1
89,2,2154,3,1
89,2,17515,4,1
89,2,377,5,1
89,2,2958,6,1
89,2,348245,7,1
89,2,35355,8,1
89,2,3860,9,1
89,2,18371,10,1
89,2,723,11,1
90,2,345227,0,1
90,2,297060,1,1
90,2,29121,2,1
90,2,1631,3,1
90,2,14577,4,1
90,2,327,5,1
90,2,2511,6,1
90,2,299154,7,1
90,2,29824,8,1
90,2,3085,9,1
90,2,15271,10,1
90,2,632,11,1
91,2,306231,0,1
91,2,264444,1,1
91,2,25141,2,1
91,2,1496,3,1
91,2,12678,4,1
91,2,260,5,1
91,2,2212,6,1
91,2,266283,7,1
91,2,25738,8,1
91,2,2765,9,1
91,2,13310,10,1
91,2,556,11,1
92,2,262383,0,1
92,2,226758,1,1
92,2,21454,2,1
92,2,1297,3,1
92,2,10807,4,1
92,2,209,5,1
92,2,1858,6,1
92,2,228326,7,1
92,2,21952,8,1
92,2,2365,9,1
92,2,11334,10,1
92,2,431,11,1
93,2,217370,0,1
93,2,187537,1,1
93,2,17944,2,1
93,2,1032,3,1
93,2,9109,4,1
93,2,195,5,1
93,2,1553,6,1
93,2,188832,7,1
93,2,18380,8,1
93,2,1911,9,1
93,2,9540,10,1
93,2,384,11,1
94,2,182384,0,1
94,2,157537,1,1
94,2,14750,2,1
94,2,845,3,1
94,2,7737,4,1
94,2,169,5,1
94,2,1346,6,1
94,2,158663,7,1
94,2,15178,8,1
94,2,1641,9,1
94,2,8060,10,1
94,2,302,11,1
95,2,145092,0,1
95,2,125675,1,1
95,2,11449,2,1
95,2,665,3,1
95,2,6196,4,1
95,2,126,5,1
95,2,981,6,1
95,2,126502,7,1
95,2,11730,8,1
95,2,1227,9,1
95,2,6469,10,1
95,2,245,11,1
96,2,111417,0,1
96,2,96090,1,1
96,2,8995,2,1
96,2,479,3,1
96,2,4967,4,1
96,2,95,5,1
96,2,791,6,1
96,2,96738,7,1
96,2,9228,8,1
96,2,943,9,1
96,2,5170,10,1
96,2,194,11,1
97,2,84358,0,1
97,2,72835,1,1
97,2,6788,2,1
97,2,365,3,1
97,2,3676,4,1
97,2,87,5,1
97,2,607,6,1
97,2,73334,7,1
97,2,6979,8,1
97,2,706,9,1
97,2,3840,10,1
97,2,168,11,1
98,2,62607,0,1
98,2,53884,1,1
98,2,5013,2,1
98,2,285,3,1
98,2,2881,4,1
98,2,59,5,1
98,2,485,6,1
98,2,54277,7,1
98,2,5170,8,1
98,2,561,9,1
98,2,3010,10,1
98,2,123,11,1
99,2,42528,0,1
99,2,35971,1,1
99,2,3775,2,1
99,2,191,3,1
99,2,2230,4,1
99,2,35,5,1
99,2,326,6,1
99,2,36232,7,1
99,2,3884,8,1
99,2,371,9,1
99,2,2319,10,1
99,2,84,11,1
100,2,76850,0,1
100,2,63642,1,1
100,2,7338,2,1
100,2,370,3,1
100,2,4783,4,1
100,2,88,5,1
100,2,629,6,1
100,2,64147,7,1
100,2,7574,8,1
100,2,716,9,1
100,2,4944,10,1
100,2,174,11,1
999,2,166582199,0,1
999,2,126329875,1,1
999,2,22961746,2,1
999,2,2079286,3,1
999,2,10197257,4,1
999,2,397979,5,1
999,2,4616056,6,1
999,2,130421046,7,1
999,2,25077581,8,1
999,2,3489730,9,1
999,2,11874906,10,1
999,2,802936,11,1
